ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0045185	maintenance of protein location	2/10	95/18986	0.0210526315789474	39.9705263157895	8.74125047239637	0.00108609839769461	0.0158163079164278	0.00964626866373506	SUN2/SUN1	2
BP	GO:0021987	cerebral cortex development	2/10	130/18986	0.0153846153846154	29.2092307692308	7.40868448735039	0.00201965835149716	0.0276811997587552	0.0168825930310908	SUN2/SUN1	2
BP	GO:0006997	nucleus organization	2/10	153/18986	0.0130718954248366	24.8183006535948	6.79046789249669	0.00278273390496856	0.0360209444365375	0.0219689518813308	SUN2/SUN1	2
BP	GO:0010970	transport along microtubule	2/10	180/18986	0.0111111111111111	21.0955555555556	6.2185770341501	0.00382617946906045	0.0469210429626887	0.0286168547547458	SUN2/SUN1	2
BP	GO:0021543	pallium development	2/10	195/18986	0.0102564102564103	19.4728205128205	5.95221397007364	0.00447346888667426	0.0521159125297551	0.031785173668475	SUN2/SUN1	2
BP	GO:0030705	cytoskeleton-dependent intracellular transport	2/10	208/18986	0.00961538461538462	18.2557692307692	5.74439491558164	0.00507287539071547	0.0524582053073232	0.0319939359226955	SUN2/SUN1	2
BP	GO:0099515	actin filament-based transport	1/10	10/18986	0.1	189.86	13.7132569750698	0.00525581550938958	0.0524582053073232	0.0319939359226955	SUN2	1
BP	GO:0045141	meiotic telomere clustering	1/10	11/18986	0.0909090909090909	172.6	13.0684986911062	0.00578002724236348	0.0524582053073232	0.0319939359226955	SUN1	1
BP	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	1/10	11/18986	0.0909090909090909	172.6	13.0684986911062	0.00578002724236348	0.0524582053073232	0.0319939359226955	SUN1	1
BP	GO:0051651	maintenance of location in cell	2/10	224/18986	0.00892857142857143	16.9517857142857	5.51311072906049	0.00585894439290793	0.0524582053073232	0.0319939359226955	SUN2/SUN1	2
BP	GO:0099111	microtubule-based transport	2/10	225/18986	0.00888888888888889	16.8764444444444	5.49945281593648	0.00590982882125234	0.0524582053073232	0.0319939359226955	SUN2/SUN1	2
BP	GO:0034397	telomere localization	1/10	12/18986	0.0833333333333333	158.216666666667	12.5058358489656	0.00630399033736073	0.0524582053073232	0.0319939359226955	SUN1	1
BP	GO:0061909	autophagosome-lysosome fusion	1/10	12/18986	0.0833333333333333	158.216666666667	12.5058358489656	0.00630399033736073	0.0524582053073232	0.0319939359226955	PIP4K2A	1
BP	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	1/10	13/18986	0.0769230769230769	146.046153846154	12.0091661902398	0.00682770489921503	0.0548570772936931	0.0334569931540482	BCKDK	1
BP	GO:0006521	regulation of cellular amino acid metabolic process	1/10	15/18986	0.0666666666666667	126.573333333333	11.16865575455	0.00787438884263392	0.0611577533444568	0.0372997366230028	BCKDK	1
BP	GO:0042762	regulation of sulfur metabolic process	1/10	16/18986	0.0625	118.6625	10.8085481719055	0.00839735843367206	0.0631156295175997	0.0384938332273592	BCKDK	1
BP	GO:0021537	telencephalon development	2/10	281/18986	0.00711743772241993	13.5131672597865	4.85114793165165	0.00908173584291272	0.0661263891062083	0.0403300769339874	SUN2/SUN1	2
BP	GO:0051321	meiotic cell cycle	2/10	295/18986	0.00677966101694915	12.8718644067797	4.71755130382495	0.0099715741386322	0.0678726197660869	0.0413950922449593	SUN2/SUN1	2
BP	GO:0006085	acetyl-CoA biosynthetic process	1/10	20/18986	0.05	94.93	9.64793595686576	0.0104867567020563	0.0678726197660869	0.0413950922449593	BCKDK	1
BP	GO:0097494	regulation of vesicle size	1/10	20/18986	0.05	94.93	9.64793595686576	0.0104867567020563	0.0678726197660869	0.0413950922449593	AP2M1	1
BP	GO:2000786	positive regulation of autophagosome assembly	1/10	20/18986	0.05	94.93	9.64793595686576	0.0104867567020563	0.0678726197660869	0.0413950922449593	PIP4K2A	1
BP	GO:0009083	branched-chain amino acid catabolic process	1/10	22/18986	0.0454545454545455	86.3	9.18963713752746	0.0115299692428014	0.0700429703814955	0.0427187757013864	BCKDK	1
BP	GO:1900242	regulation of synaptic vesicle endocytosis	1/10	22/18986	0.0454545454545455	86.3	9.18963713752746	0.0115299692428014	0.0700429703814955	0.0427187757013864	AP2M1	1
BP	GO:0034504	protein localization to nucleus	2/10	321/18986	0.00623052959501558	11.8292834890966	4.49201509289866	0.0117239306647138	0.0700429703814955	0.0427187757013864	SUN2/SUN1	2
BP	GO:0035855	megakaryocyte development	1/10	23/18986	0.0434782608695652	82.5478260869565	8.98308995050663	0.012051204230545	0.0701982646429244	0.0428134887137781	PIP4K2A	1
BP	GO:0044090	positive regulation of vacuole organization	1/10	25/18986	0.04	75.944	8.6075433611906	0.0130929321628172	0.0744061754618633	0.0453798675733072	PIP4K2A	1
BP	GO:0051235	maintenance of location	2/10	345/18986	0.00579710144927536	11.0063768115942	4.30580901156849	0.0134543818381848	0.0746397849594539	0.045522344565287	SUN2/SUN1	2
BP	GO:0042063	gliogenesis	2/10	355/18986	0.00563380281690141	10.696338028169	4.23357059174158	0.0142067945283463	0.0752214363125947	0.0458770901386957	SUN2/SUN1	2
BP	GO:0009081	branched-chain amino acid metabolic process	1/10	28/18986	0.0357142857142857	67.8071428571428	8.12098334414923	0.0146536705181535	0.0752214363125947	0.0458770901386957	BCKDK	1
BP	GO:0032535	regulation of cellular component size	2/10	361/18986	0.00554016620498615	10.5185595567867	4.19159831141489	0.0146669947470256	0.0752214363125947	0.0458770901386957	AP2M1/VASP	2
BP	GO:0002092	positive regulation of receptor internalization	1/10	29/18986	0.0344827586206897	65.4689655172414	7.97568255978108	0.0151734227755019	0.0752214363125947	0.0458770901386957	AP2M1	1
BP	GO:1903421	regulation of synaptic vesicle recycling	1/10	29/18986	0.0344827586206897	65.4689655172414	7.97568255978108	0.0151734227755019	0.0752214363125947	0.0458770901386957	AP2M1	1
BP	GO:1903077	negative regulation of protein localization to plasma membrane	1/10	30/18986	0.0333333333333333	63.2866666666667	7.8376403705391	0.0156929282759629	0.0760859755348823	0.0464043672790112	AP2M1	1
BP	GO:0016050	vesicle organization	2/10	386/18986	0.00518134715025907	9.83730569948187	4.02679966177509	0.0166542461456052	0.0760859755348823	0.0464043672790112	AP2M1/PIP4K2A	2
BP	GO:1904376	negative regulation of protein localization to cell periphery	1/10	32/18986	0.03125	59.33125	7.58104019133747	0.0167311994227402	0.0760859755348823	0.0464043672790112	AP2M1	1
BP	GO:0033238	regulation of amine metabolic process	1/10	33/18986	0.0303030303030303	57.5333333333333	7.46148975015677	0.0172499652772176	0.0760859755348823	0.0464043672790112	BCKDK	1
BP	GO:0032367	intracellular cholesterol transport	1/10	34/18986	0.0294117647058824	55.8411764705882	7.34719662251828	0.0177684847911325	0.0760859755348823	0.0464043672790112	PIP4K2A	1
BP	GO:0098884	postsynaptic neurotransmitter receptor internalization	1/10	34/18986	0.0294117647058824	55.8411764705882	7.34719662251828	0.0177684847911325	0.0760859755348823	0.0464043672790112	AP2M1	1
BP	GO:0140239	postsynaptic endocytosis	1/10	34/18986	0.0294117647058824	55.8411764705882	7.34719662251828	0.0177684847911325	0.0760859755348823	0.0464043672790112	AP2M1	1
BP	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1/10	35/18986	0.0285714285714286	54.2457142857143	7.23778334242891	0.0182867580684696	0.0760859755348823	0.0464043672790112	RRP36	1
BP	GO:0006084	acetyl-CoA metabolic process	1/10	35/18986	0.0285714285714286	54.2457142857143	7.23778334242891	0.0182867580684696	0.0760859755348823	0.0464043672790112	BCKDK	1
BP	GO:0030900	forebrain development	2/10	416/18986	0.00480769230769231	9.12788461538462	3.84787723874692	0.0191846004861826	0.0776234130119626	0.0473420409153601	SUN2/SUN1	2
BP	GO:0032366	intracellular sterol transport	1/10	37/18986	0.027027027027027	51.3135135135135	7.03226657326147	0.0193225663291581	0.0776234130119626	0.0473420409153601	PIP4K2A	1
BP	GO:1905476	negative regulation of protein localization to membrane	1/10	39/18986	0.0256410256410256	48.6820512820513	6.84258138130593	0.0203573908903947	0.0803944419908807	0.0490320744014858	AP2M1	1
BP	GO:0099590	neurotransmitter receptor internalization	1/10	40/18986	0.025	47.465	6.75305264785654	0.0208744345432736	0.0810623874763793	0.0494394502340692	AP2M1	1
BP	GO:0046627	negative regulation of insulin receptor signaling pathway	1/10	44/18986	0.0227272727272727	43.15	6.42560413044163	0.022940154057023	0.0876238671358419	0.0534412562156705	PIP4K2A	1
BP	GO:1900077	negative regulation of cellular response to insulin stimulus	1/10	45/18986	0.0222222222222222	42.1911111111111	6.3505490792265	0.0234559706793136	0.0881490511012914	0.0537615626775439	PIP4K2A	1
BP	GO:0072583	clathrin-dependent endocytosis	1/10	48/18986	0.0208333333333333	39.5541666666667	6.1394271147572	0.025001950388598	0.0891957559934646	0.0543999415365608	AP2M1	1
BP	GO:0007018	microtubule-based movement	2/10	480/18986	0.00416666666666667	7.91083333333333	3.52044629932144	0.0250938541295532	0.0891957559934646	0.0543999415365608	SUN2/SUN1	2
BP	GO:2000785	regulation of autophagosome assembly	1/10	49/18986	0.0204081632653061	38.7469387755102	6.07333381044736	0.0255167872507859	0.0891957559934646	0.0543999415365608	PIP4K2A	1
BP	GO:0051656	establishment of organelle localization	2/10	488/18986	0.00409836065573771	7.78114754098361	3.48380374753395	0.0258798496179784	0.0891957559934646	0.0543999415365608	SUN2/SUN1	2
BP	GO:0035384	thioester biosynthetic process	1/10	50/18986	0.02	37.972	6.00920180423139	0.0260313794315691	0.0891957559934646	0.0543999415365608	BCKDK	1
BP	GO:0071616	acyl-CoA biosynthetic process	1/10	50/18986	0.02	37.972	6.00920180423139	0.0260313794315691	0.0891957559934646	0.0543999415365608	BCKDK	1
BP	GO:0032365	intracellular lipid transport	1/10	51/18986	0.0196078431372549	37.2274509803922	5.94693478099506	0.0265457270343197	0.089639918826036	0.0546708337091252	PIP4K2A	1
BP	GO:0030838	positive regulation of actin filament polymerization	1/10	52/18986	0.0192307692307692	36.5115384615385	5.88644293123913	0.0270598301623717	0.0900705775404657	0.0549334898033109	VASP	1
BP	GO:0007129	homologous chromosome pairing at meiosis	1/10	54/18986	0.0185185185185185	35.1592592592593	5.77045477134066	0.0280873034075216	0.0908936346382297	0.0554354672516875	SUN1	1
BP	GO:0030490	maturation of SSU-rRNA	1/10	54/18986	0.0185185185185185	35.1592592592593	5.77045477134066	0.0280873034075216	0.0908936346382297	0.0554354672516875	RRP36	1
BP	GO:0046854	phosphatidylinositol phosphate biosynthetic process	1/10	55/18986	0.0181818181818182	34.52	5.71480665573167	0.0286006737310966	0.0912870819088427	0.0556754283157613	PIP4K2A	1
BP	GO:0048260	positive regulation of receptor-mediated endocytosis	1/10	56/18986	0.0178571428571429	33.9035714285714	5.66062925107292	0.0291137999929257	0.0916691270047527	0.0559084352637977	AP2M1	1
BP	GO:0071470	cellular response to osmotic stress	1/10	57/18986	0.0175438596491228	33.3087719298246	5.60785799572018	0.0296266822961518	0.0920402263333784	0.0561347664558667	SERPINB6	1
BP	GO:0044088	regulation of vacuole organization	1/10	60/18986	0.0166666666666667	31.6433333333333	5.45739234791103	0.0311638664850682	0.0955418538292222	0.0582703874720804	PIP4K2A	1
BP	GO:0051289	protein homotetramerization	1/10	64/18986	0.015625	29.665625	5.27315877319251	0.0332100362338402	0.100492707045257	0.061289882318092	VASP	1
BP	GO:0070192	chromosome organization involved in meiotic cell cycle	1/10	66/18986	0.0151515151515152	28.7666666666667	5.18726115530615	0.0342316618877464	0.10225611820314	0.0623653759088497	SUN1	1
BP	GO:0030219	megakaryocyte differentiation	1/10	67/18986	0.0149253731343284	28.3373134328358	5.14573136325171	0.0347421102694119	0.102467236617379	0.0624941357277895	PIP4K2A	1
BP	GO:0045143	homologous chromosome segregation	1/10	68/18986	0.0147058823529412	27.9205882352941	5.1051012040071	0.0352523158245314	0.102672369838948	0.0626192452146281	SUN1	1
BP	GO:0046626	regulation of insulin receptor signaling pathway	1/10	72/18986	0.0138888888888889	26.3694444444444	4.9509492847595	0.0372907118326923	0.107268343913794	0.0654223014608637	PIP4K2A	1
BP	GO:0002090	regulation of receptor internalization	1/10	75/18986	0.0133333333333333	25.3146666666667	4.84333678868801	0.0388169641878953	0.110296983607068	0.0672694501330663	AP2M1	1
BP	GO:1900076	regulation of cellular response to insulin stimulus	1/10	77/18986	0.012987012987013	24.6571428571429	4.77503257864991	0.039833255556655	0.111821066803622	0.0681989790760738	PIP4K2A	1
BP	GO:0048488	synaptic vesicle endocytosis	1/10	78/18986	0.0128205128205128	24.3410256410256	4.74184556059137	0.0403410384877687	0.111898356757739	0.0682461177424659	AP2M1	1
BP	GO:0001843	neural tube closure	1/10	82/18986	0.0121951219512195	23.1536585365854	4.61507214214716	0.0423697542438285	0.114792473707117	0.0700112218227276	VASP	1
BP	GO:0140238	presynaptic endocytosis	1/10	82/18986	0.0121951219512195	23.1536585365854	4.61507214214716	0.0423697542438285	0.114792473707117	0.0700112218227276	AP2M1	1
BP	GO:0060606	tube closure	1/10	83/18986	0.0120481927710843	22.8746987951807	4.58478237172907	0.0428763297018038	0.114829710580693	0.0700339323622929	VASP	1
BP	GO:0034248	regulation of amide metabolic process	1/10	84/18986	0.0119047619047619	22.602380952381	4.55502063763895	0.0433826639716538	0.114865462561311	0.0700557372747998	BCKDK	1
BP	GO:0006970	response to osmotic stress	1/10	85/18986	0.0117647058823529	22.3364705882353	4.52577144647132	0.043888757155459	0.114899779968786	0.0700766672499937	SERPINB6	1
BP	GO:0014020	primary neural tube formation	1/10	87/18986	0.0114942528735632	21.8229885057471	4.46875184125191	0.0449002206730618	0.115051459707102	0.0701691757870286	VASP	1
BP	GO:0006900	vesicle budding from membrane	1/10	88/18986	0.0113636363636364	21.575	4.44095346634547	0.0454055912108295	0.115051459707102	0.0701691757870286	AP2M1	1
BP	GO:1902117	positive regulation of organelle assembly	1/10	89/18986	0.0112359550561798	21.3325842696629	4.41361165326964	0.0459107210704917	0.115051459707102	0.0701691757870286	PIP4K2A	1
BP	GO:0036465	synaptic vesicle recycling	1/10	90/18986	0.0111111111111111	21.0955555555556	4.38671375614047	0.0464156103539382	0.115051459707102	0.0701691757870286	AP2M1	1
BP	GO:0061515	myeloid cell development	1/10	90/18986	0.0111111111111111	21.0955555555556	4.38671375614047	0.0464156103539382	0.115051459707102	0.0701691757870286	PIP4K2A	1
BP	GO:0032273	positive regulation of protein polymerization	1/10	92/18986	0.0108695652173913	20.6369565217391	4.33420153500851	0.0474246675995601	0.116315237375763	0.0709399459938018	VASP	1
BP	GO:0001841	neural tube formation	1/10	94/18986	0.0106382978723404	20.1978723404255	4.2833249473267	0.0484327637620637	0.117535361495737	0.0716840921704293	VASP	1
BP	GO:0016239	positive regulation of macroautophagy	1/10	95/18986	0.0105263157894737	19.9852631578947	4.25847316514885	0.048936451691472	0.117535361495737	0.0716840921704293	PIP4K2A	1
BP	GO:0045132	meiotic chromosome segregation	1/10	97/18986	0.0103092783505155	19.5731958762887	4.20989231974311	0.0499431077549219	0.117535361495737	0.0716840921704293	SUN1	1
CC	GO:0034992	microtubule organizing center attachment site	2/10	11/19960	0.181818181818182	362.909090909091	26.8802441417998	1.23954194265941e-05	0.000244809533675234	0.000133740051707989	SUN2/SUN1	2
CC	GO:0034993	meiotic nuclear membrane microtubule tethering complex	2/10	11/19960	0.181818181818182	362.909090909091	26.8802441417998	1.23954194265941e-05	0.000244809533675234	0.000133740051707989	SUN2/SUN1	2
CC	GO:0106083	nuclear membrane protein complex	2/10	11/19960	0.181818181818182	362.909090909091	26.8802441417998	1.23954194265941e-05	0.000244809533675234	0.000133740051707989	SUN2/SUN1	2
CC	GO:0106094	nuclear membrane microtubule tethering complex	2/10	11/19960	0.181818181818182	362.909090909091	26.8802441417998	1.23954194265941e-05	0.000244809533675234	0.000133740051707989	SUN2/SUN1	2
CC	GO:0005637	nuclear inner membrane	2/10	55/19960	0.0363636363636364	72.5818181818182	11.9014785482719	0.000330763232370137	0.00522605907144817	0.00285500895308961	SUN2/SUN1	2
CC	GO:0000781	chromosome, telomeric region	2/10	173/19960	0.0115606936416185	23.0751445086705	6.52881810210586	0.00321094619478411	0.0422774582313241	0.0230962796466927	SUN2/SUN1	2
CC	GO:0030122	AP-2 adaptor complex	1/10	11/19960	0.0909090909090909	181.454545454545	13.4029853357128	0.00549861170390853	0.0434390324608774	0.0237308505116052	AP2M1	1
CC	GO:0030128	clathrin coat of endocytic vesicle	1/10	11/19960	0.0909090909090909	181.454545454545	13.4029853357128	0.00549861170390853	0.0434390324608774	0.0237308505116052	AP2M1	1
CC	GO:0045252	oxoglutarate dehydrogenase complex	1/10	11/19960	0.0909090909090909	181.454545454545	13.4029853357128	0.00549861170390853	0.0434390324608774	0.0237308505116052	BCKDK	1
CC	GO:1904090	peptidase inhibitor complex	1/10	11/19960	0.0909090909090909	181.454545454545	13.4029853357128	0.00549861170390853	0.0434390324608774	0.0237308505116052	SERPINB6	1
CC	GO:0045239	tricarboxylic acid cycle heteromeric enzyme complex	1/10	17/19960	0.0588235294117647	117.411764705882	10.7503852521504	0.00848637126305263	0.0468099411164352	0.0255723862195049	BCKDK	1
CC	GO:0030132	clathrin coat of coated pit	1/10	18/19960	0.0555555555555556	110.888888888889	10.4424791744807	0.0089835450226361	0.0468099411164352	0.0255723862195049	AP2M1	1
CC	GO:0031527	filopodium membrane	1/10	18/19960	0.0555555555555556	110.888888888889	10.4424791744807	0.0089835450226361	0.0468099411164352	0.0255723862195049	VASP	1
CC	GO:0036020	endolysosome membrane	1/10	19/19960	0.0526315789473684	105.052631578947	10.1590790847313	0.00948049440332865	0.0468099411164352	0.0255723862195049	AP2M1	1
CC	GO:0045240	alpha-ketoacid dehydrogenase complex	1/10	19/19960	0.0526315789473684	105.052631578947	10.1590790847313	0.00948049440332865	0.0468099411164352	0.0255723862195049	BCKDK	1
CC	GO:0099243	extrinsic component of synaptic membrane	1/10	19/19960	0.0526315789473684	105.052631578947	10.1590790847313	0.00948049440332865	0.0468099411164352	0.0255723862195049	AP2M1	1
CC	GO:0031965	nuclear membrane	2/10	312/19960	0.00641025641025641	12.7948717948718	4.70120604598805	0.0100884810436283	0.046881764849802	0.0256116237020904	SUN2/SUN1	2
CC	GO:0031258	lamellipodium membrane	1/10	22/19960	0.0454545454545455	90.7272727272727	9.42742207181127	0.0109699971720764	0.0481460986996685	0.0263023324008848	VASP	1
CC	GO:0030686	90S preribosome	1/10	26/19960	0.0384615384615385	76.7692307692308	8.65526290716894	0.0129528650166972	0.0524520749109009	0.0286546978194129	RRP36	1
CC	GO:0030131	clathrin adaptor complex	1/10	27/19960	0.037037037037037	73.9259259259259	8.48936956021379	0.0134480226042276	0.0524520749109009	0.0286546978194129	AP2M1	1
CC	GO:0036019	endolysosome	1/10	28/19960	0.0357142857142857	71.2857142857143	8.33237060700543	0.013942956621885	0.0524520749109009	0.0286546978194129	AP2M1	1
CC	GO:0098687	chromosomal region	2/10	404/19960	0.00495049504950495	9.88118811881188	4.03756639054355	0.0165160502643692	0.0593076350402349	0.0323999072171836	SUN2/SUN1	2
CC	GO:0030125	clathrin vesicle coat	1/10	35/19960	0.0285714285714286	57.0285714285714	7.42749461365934	0.0174012423226326	0.0597694844994773	0.0326522167152374	AP2M1	1
CC	GO:0030119	AP-type membrane coat adaptor complex	1/10	41/19960	0.024390243902439	48.6829268292683	6.84256618193797	0.0203567947784853	0.0670077828125141	0.0366065169262235	AP2M1	1
CC	GO:0005635	nuclear envelope	2/10	498/19960	0.00401606425702811	8.01606425702811	3.54986987907449	0.0244838610214873	0.0767665476434379	0.0419377542089401	SUN2/SUN1	2
CC	GO:0030118	clathrin coat	1/10	51/19960	0.0196078431372549	39.1372549019608	6.10531018327663	0.0252649397307517	0.0767665476434379	0.0419377542089401	AP2M1	1
CC	GO:0101003	ficolin-1-rich granule membrane	1/10	61/19960	0.0163934426229508	32.7213114754098	5.55518293322729	0.030150942161247	0.0878183562883859	0.0479753845146412	SERPINB6	1
CC	GO:0030120	vesicle coat	1/10	63/19960	0.0158730158730159	31.6825396825397	5.46091879332722	0.0311254933680355	0.0878183562883859	0.0479753845146412	AP2M1	1
CC	GO:0001917	photoreceptor inner segment	1/10	72/19960	0.0138888888888889	27.7222222222222	5.08558834252302	0.0355000762417974	0.0936216933472157	0.0511457618552411	PIP4K2A	1
CC	GO:0070821	tertiary granule membrane	1/10	73/19960	0.0136986301369863	27.3424657534247	5.04813727649169	0.0359850420119902	0.0936216933472157	0.0511457618552411	SERPINB6	1
CC	GO:0030669	clathrin-coated endocytic vesicle membrane	1/10	75/19960	0.0133333333333333	26.6133333333333	4.97544436750133	0.0369543152167831	0.0936216933472157	0.0511457618552411	AP2M1	1
CC	GO:0005905	clathrin-coated pit	1/10	77/19960	0.012987012987013	25.9220779220779	4.90553744320398	0.0379227112292519	0.0936216933472157	0.0511457618552411	AP2M1	1
CC	GO:0000794	condensed nuclear chromosome	1/10	81/19960	0.0123456790123457	24.641975308642	4.77339024321367	0.0398568744996181	0.0954149419839341	0.0521254180058801	SUN2	1
CC	GO:0048786	presynaptic active zone	1/10	89/19960	0.0112359550561798	22.4269662921348	4.53569420747179	0.0437147057510324	0.0988717863784446	0.0540139006198032	PPFIA4	1
CC	GO:0045334	clathrin-coated endocytic vesicle	1/10	93/19960	0.010752688172043	21.4623655913979	4.42821916499785	0.0456383849879253	0.0988717863784446	0.0540139006198032	AP2M1	1
CC	GO:0001750	photoreceptor outer segment	1/10	96/19960	0.0104166666666667	20.7916666666667	4.35193670417147	0.0470788581044245	0.0988717863784446	0.0540139006198032	PIP4K2A	1
CC	GO:0030117	membrane coat	1/10	97/19960	0.0103092783505155	20.5773195876289	4.32727619284893	0.0475585807896316	0.0988717863784446	0.0540139006198032	AP2M1	1
CC	GO:0048475	coated membrane	1/10	97/19960	0.0103092783505155	20.5773195876289	4.32727619284893	0.0475585807896316	0.0988717863784446	0.0540139006198032	AP2M1	1
MF	GO:0005521	lamin binding	2/10	16/18737	0.125	234.2125	21.5651075222709	3.06418994478868e-05	0.000919256983436605	0.000580583357959961	SUN2/SUN1	2
MF	GO:0043495	protein-membrane adaptor activity	2/10	45/18737	0.0444444444444444	83.2755555555556	12.7689012359595	0.000250716761190324	0.00376075141785486	0.00237521142180307	SUN2/SUN1	2
MF	GO:0005522	profilin binding	1/10	10/18737	0.1	187.37	13.6221680478279	0.00532551019795835	0.0492782507555518	0.0311231057403485	VASP	1
MF	GO:0035615	clathrin adaptor activity	1/10	18/18737	0.0555555555555556	104.094444444444	10.1119409929366	0.00956752535896055	0.0492782507555518	0.0311231057403485	AP2M1	1
MF	GO:0140312	cargo adaptor activity	1/10	21/18737	0.0476190476190476	89.2238095238095	9.34745255564644	0.0111540785757226	0.0492782507555518	0.0311231057403485	AP2M1	1
MF	GO:0045296	cadherin binding	2/10	334/18737	0.00598802395209581	11.2197604790419	4.35485772810935	0.0129702628547151	0.0492782507555518	0.0311231057403485	VASP/SH3GLB2	2
MF	GO:0050750	low-density lipoprotein particle receptor binding	1/10	26/18737	0.0384615384615385	72.0653846153846	8.3791626183412	0.0137932516375604	0.0492782507555518	0.0311231057403485	AP2M1	1
MF	GO:0052742	phosphatidylinositol kinase activity	1/10	26/18737	0.0384615384615385	72.0653846153846	8.3791626183412	0.0137932516375604	0.0492782507555518	0.0311231057403485	PIP4K2A	1
MF	GO:0097718	disordered domain specific binding	1/10	28/18737	0.0357142857142857	66.9178571428571	8.06605432523559	0.0148471445911447	0.0492782507555518	0.0311231057403485	AP2M1	1
MF	GO:0070325	lipoprotein particle receptor binding	1/10	31/18737	0.032258064516129	60.441935483871	7.65398589470899	0.0164260835851839	0.0492782507555518	0.0311231057403485	AP2M1	1
MF	GO:0001727	lipid kinase activity	1/10	41/18737	0.024390243902439	45.7	6.62108914875764	0.0216727782984145	0.0591075771774941	0.0373311013752595	PIP4K2A	1
MF	GO:0005048	signal sequence binding	1/10	48/18737	0.0208333333333333	39.0354166666667	6.09705480032741	0.0253304628581832	0.063326157145458	0.0399954676708156	AP2M1	1
